contig	cov_mean_sample_C13.sorted	cov_mean_sample_C1.sorted	cov_mean_sample_C27.sorted	cov_mean_sample_C32.sorted	cov_mean_sample_C45.sorted	cov_mean_sample_C51.sorted
k141_39319.concoct_part_0	0.000	0.000	0.000	0.000	2.315	0.000
k141_103.concoct_part_0	0.000	0.000	1.404	0.000	0.000	0.000
k141_4455.concoct_part_0	0.000	0.000	2.955	0.000	0.000	0.000
k141_37161.concoct_part_0	0.419	2.615	0.000	0.000	0.222	0.644
k141_26243.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.639
k141_15352.concoct_part_0	2.056	0.000	0.000	0.000	0.000	0.000
k141_17526.concoct_part_0	0.269	0.000	0.000	0.000	1.683	0.000
k141_34959.concoct_part_0	0.000	1.413	0.000	0.000	1.201	0.438
k141_45875.concoct_part_0	2.224	0.000	0.000	0.000	0.000	0.000
k141_28442.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.996
k141_37162.concoct_part_0	0.000	0.950	0.000	0.308	0.000	0.000
k141_26244.concoct_part_0	0.000	0.000	2.179	0.000	0.000	0.000
k141_32811.concoct_part_0	0.402	2.414	0.000	0.000	1.494	0.593
k141_24083.concoct_part_0	0.000	0.000	1.887	0.578	0.240	0.000
k141_48041.concoct_part_0	3.921	0.000	0.000	0.283	0.000	0.000
k141_43725.concoct_part_0	0.000	0.000	2.008	0.000	0.000	0.000
k141_17527.concoct_part_0	0.000	0.000	1.666	0.000	0.000	0.000
k141_19714.concoct_part_0	2.022	0.439	0.000	1.611	0.000	0.000
k141_104.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.040
k141_50247.concoct_part_0	0.720	0.000	0.000	0.000	1.244	0.000
k141_8771.concoct_part_0	0.000	0.000	2.400	0.000	0.000	0.000
k141_41532.concoct_part_0	2.099	0.696	0.000	0.802	0.000	0.537
k141_26245.concoct_part_0	0.438	0.970	0.000	0.000	2.127	0.000
k141_34960.concoct_part_0	0.000	0.000	1.764	0.000	0.000	0.000
k141_24084.concoct_part_0	0.000	0.000	0.000	1.673	0.000	0.418
k141_105.concoct_part_0	0.000	0.000	1.587	0.000	0.000	0.317
k141_17528.concoct_part_0	0.575	3.345	0.000	0.000	0.000	0.000
k141_2257.concoct_part_0	0.000	1.720	0.000	0.000	1.305	1.039
k141_6638.concoct_part_0	0.237	0.944	0.000	0.000	1.073	0.609
k141_43726.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.008
k141_50248.concoct_part_0	0.000	0.000	0.000	1.632	0.000	0.000
k141_34961.concoct_part_0	0.000	0.000	2.005	0.000	0.000	0.000
k141_39320.concoct_part_0	3.318	0.000	0.000	0.608	0.000	0.069
k141_26246.concoct_part_0	0.000	0.000	2.427	0.000	0.000	0.000
k141_13196.concoct_part_0	0.235	1.189	0.000	0.000	0.763	0.863
k141_28443.concoct_part_0	0.000	0.000	2.015	0.000	0.000	0.000
k141_17529.concoct_part_0	2.588	0.000	0.000	0.000	0.000	0.000
k141_4456.concoct_part_0	3.530	0.168	0.000	0.632	0.000	0.000
k141_24085.concoct_part_0	2.699	1.578	0.000	0.000	0.000	0.000
k141_2258.concoct_part_0	0.000	0.000	1.246	0.872	0.000	0.000
k141_39321.concoct_part_0	1.958	0.000	0.000	0.000	0.000	0.000
k141_41533.concoct_part_0	0.000	1.380	0.000	0.000	0.000	0.394
k141_28444.concoct_part_0	0.000	1.670	0.000	0.000	0.000	1.673
k141_13197.concoct_part_0	1.442	0.000	0.000	0.000	0.000	0.000
k141_17530.concoct_part_0	1.644	0.921	0.000	0.912	0.000	0.000
k141_48042.concoct_part_0	0.328	0.267	1.854	0.000	0.167	0.000
k141_6639.concoct_part_0	0.307	0.189	0.000	0.000	1.867	0.895
k141_26247.concoct_part_0	0.000	0.566	0.000	0.000	0.304	0.991
k141_34962.concoct_part_0	1.163	0.702	0.000	0.000	0.000	0.000
k141_19715.concoct_part_0	0.080	0.642	0.000	0.906	1.531	0.321
k141_41534.concoct_part_0	0.000	2.867	0.000	0.000	0.000	0.000
k141_43727.concoct_part_0	0.000	0.000	1.824	0.000	0.000	0.000
k141_24086.concoct_part_0	2.042	0.000	0.000	0.000	0.000	0.000
k141_37163.concoct_part_0	2.126	1.352	0.000	0.000	1.053	0.080
k141_39322.concoct_part_0	0.000	0.978	0.000	0.000	1.656	0.000
k141_17531.concoct_part_0	0.000	0.627	0.000	0.000	0.000	1.292
k141_28445.concoct_part_0	0.000	2.966	0.000	0.000	0.000	0.363
k141_2259.concoct_part_0	1.000	0.468	0.000	0.000	0.000	0.113
k141_106.concoct_part_0	0.419	1.746	0.000	0.339	0.000	0.000
k141_34963.concoct_part_0	0.000	3.257	0.000	0.000	0.000	0.000
k141_6640.concoct_part_0	1.013	0.699	0.000	1.168	0.000	0.000
k141_45876.concoct_part_0	0.000	0.000	0.000	0.000	0.000	4.320
k141_43728.concoct_part_0	0.684	0.667	0.000	0.367	0.000	0.000
k141_19716.concoct_part_0	0.000	0.000	2.240	0.000	0.000	0.000
k141_48043.concoct_part_0	0.000	0.000	0.000	0.000	2.832	0.000
k141_32812.concoct_part_0	0.179	0.098	2.720	0.125	0.498	0.000
k141_37164.concoct_part_0	0.000	1.111	0.000	0.000	0.317	0.000
k141_28446.concoct_part_0	1.748	0.000	0.000	0.000	0.000	0.000
k141_6641.concoct_part_0	0.000	0.000	0.000	0.000	2.519	0.000
k141_15353.concoct_part_0	2.214	0.574	0.000	1.340	0.000	0.560
k141_13198.concoct_part_0	0.980	1.292	0.000	0.521	0.200	0.201
k141_26248.concoct_part_0	0.000	0.000	2.434	0.000	0.192	0.000
k141_107.concoct_part_0	0.000	0.000	2.802	0.000	0.000	0.000
k141_39323.concoct_part_0	0.558	0.429	0.000	0.549	0.551	0.000
k141_45877.concoct_part_0	0.000	0.000	1.787	0.000	0.000	0.000
k141_32813.concoct_part_0	2.201	0.000	0.000	0.000	0.000	0.000
k141_37165.concoct_part_0	1.000	0.346	0.000	0.000	0.000	0.000
k141_2260.concoct_part_0	1.755	0.000	0.000	0.000	0.000	0.000
k141_28447.concoct_part_0	0.393	1.186	0.000	0.563	0.000	0.000
k141_48044.concoct_part_0	0.380	0.345	0.000	1.825	0.000	0.000
k141_108.concoct_part_0	1.067	0.000	0.000	0.000	0.134	1.375
k141_26249.concoct_part_0	0.000	0.000	0.000	1.639	0.000	0.000
k141_13199.concoct_part_0	0.000	0.000	0.000	1.855	0.000	0.000
k141_39324.concoct_part_0	0.000	2.677	0.000	0.000	0.116	0.000
k141_41535.concoct_part_0	2.265	0.000	0.000	1.085	0.000	0.000
k141_8772.concoct_part_0	0.000	0.000	5.162	0.000	0.000	0.000
k141_4457.concoct_part_0	2.928	0.846	0.000	1.097	0.000	0.615
k141_17532.concoct_part_0	0.000	0.000	1.440	0.000	0.000	0.000
k141_32814.concoct_part_0	1.082	0.000	0.000	0.000	0.000	0.754
k141_43729.concoct_part_0	0.000	0.000	1.322	0.000	0.000	0.000
k141_24087.concoct_part_0	0.000	0.000	0.000	0.000	3.800	0.000
k141_39325.concoct_part_0	0.000	0.000	1.902	0.000	0.000	0.000
k141_45878.concoct_part_0	0.750	0.935	0.000	0.000	0.000	0.000
k141_50249.concoct_part_0	0.254	1.457	0.000	0.000	1.035	1.207
k141_19717.concoct_part_0	0.000	0.000	2.355	0.000	0.000	0.389
k141_37166.concoct_part_0	1.653	0.000	0.000	0.000	0.000	0.427
k141_26250.concoct_part_0	0.000	0.000	0.000	0.362	0.000	1.302
k141_15354.concoct_part_0	0.000	0.000	0.000	0.000	2.388	0.050
k141_43730.concoct_part_0	1.868	1.466	0.000	0.714	0.000	0.000
k141_48045.concoct_part_0	0.000	0.370	0.000	0.000	1.966	0.000
k141_50250.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.874
k141_39326.concoct_part_0	0.000	0.000	0.000	0.000	2.669	0.000
k141_24088.concoct_part_0	0.000	0.334	0.000	0.666	0.000	0.334
k141_19718.concoct_part_0	0.000	0.000	1.987	0.000	0.000	0.000
k141_15355.concoct_part_0	0.127	0.000	0.000	0.000	1.150	1.171
k141_32815.concoct_part_0	0.000	0.000	0.828	0.876	0.000	0.000
k141_26251.concoct_part_0	1.593	0.000	0.000	0.000	0.208	0.000
k141_45879.concoct_part_0	1.605	0.000	0.000	0.000	0.735	0.000
k141_4458.concoct_part_0	0.000	0.000	1.767	0.000	0.419	0.000
k141_8773.concoct_part_0	0.000	0.950	0.000	0.000	1.509	0.000
k141_34964.concoct_part_0	1.594	0.334	0.000	1.006	0.272	0.853
k141_41536.concoct_part_0	0.083	2.042	0.000	0.000	0.000	0.196
k141_37167.concoct_part_0	0.000	1.743	0.000	0.000	0.000	0.000
k141_13200.concoct_part_0	0.000	0.334	2.206	0.000	0.381	0.000
k141_15356.concoct_part_0	0.000	0.000	0.000	0.693	0.000	0.000
k141_39327.concoct_part_0	0.000	0.000	2.906	0.000	0.000	0.000
k141_8774.concoct_part_0	0.000	0.605	0.000	0.000	2.420	0.000
k141_24089.concoct_part_0	0.000	0.000	1.652	0.000	0.000	0.000
k141_48046.concoct_part_0	0.793	0.316	0.000	0.749	0.632	2.197
k141_37168.concoct_part_0	1.249	0.000	0.000	0.980	0.000	0.692
k141_28448.concoct_part_0	0.000	2.254	0.000	0.000	0.262	0.131
k141_43731.concoct_part_0	0.000	0.000	0.000	0.000	1.299	0.770
k141_13201.concoct_part_0	0.000	0.000	0.625	0.000	2.242	0.000
k141_32816.concoct_part_0	3.296	0.000	0.000	0.000	0.000	0.000
k141_6642.concoct_part_0	0.219	1.887	0.000	0.000	1.117	0.797
k141_34965.concoct_part_0	0.650	0.000	0.000	0.854	0.000	0.000
k141_45880.concoct_part_0	0.000	0.000	0.000	1.841	0.000	0.000
k141_30594.concoct_part_0	0.144	4.103	0.000	0.051	3.726	1.447
k141_109.concoct_part_0	0.117	0.000	3.975	0.000	0.117	0.000
k141_43732.concoct_part_0	0.564	0.000	0.000	0.455	0.000	0.636
k141_15357.concoct_part_0	1.501	0.000	0.000	0.000	0.265	0.000
k141_8775.concoct_part_0	0.000	0.939	0.000	0.000	0.728	0.000
k141_48047.concoct_part_0	0.000	0.453	0.000	0.000	0.215	0.000
k141_19719.concoct_part_0	0.000	0.000	0.000	1.406	0.000	0.000
k141_17533.concoct_part_0	0.000	0.000	0.000	0.000	2.704	0.000
k141_37169.concoct_part_0	0.000	3.750	0.000	0.000	0.000	0.000
k141_28449.concoct_part_0	0.000	0.000	2.288	0.000	0.000	0.000
k141_13202.concoct_part_0	1.539	0.000	0.000	0.000	0.000	0.000
k141_50251.concoct_part_0	2.172	0.000	0.000	0.690	0.000	0.000
k141_32817.concoct_part_0	0.862	0.778	0.000	0.215	0.000	0.000
k141_110.concoct_part_0	0.944	0.317	0.000	0.000	1.332	0.000
k141_45881.concoct_part_0	1.048	0.365	0.000	0.720	0.362	0.000
k141_15358.concoct_part_0	3.069	0.000	0.000	0.000	0.377	0.000
k141_39328.concoct_part_0	0.000	0.000	1.711	0.441	0.000	0.000
k141_41537.concoct_part_0	0.000	0.000	2.198	0.000	0.365	0.000
k141_6643.concoct_part_0	0.202	0.000	0.000	1.895	0.000	0.000
k141_37170.concoct_part_0	0.000	3.227	0.000	0.000	0.000	0.000
k141_34966.concoct_part_0	2.427	0.000	0.000	0.000	0.569	0.000
k141_4459.concoct_part_0	1.754	0.053	0.000	1.263	0.000	0.000
k141_30595.concoct_part_0	3.996	0.000	0.000	0.000	0.000	0.000
k141_43733.concoct_part_0	0.000	0.000	1.752	0.000	0.000	0.000
k141_45882.concoct_part_0	2.017	0.000	0.000	0.000	0.000	0.000
k141_41538.concoct_part_0	1.933	0.000	0.000	0.000	0.000	0.000
k141_26252.concoct_part_0	0.000	0.000	2.353	0.000	0.000	0.000
k141_50252.concoct_part_0	1.245	0.278	0.000	0.451	0.000	0.000
k141_111.concoct_part_0	0.616	1.233	0.000	2.109	0.000	0.333
k141_6644.concoct_part_0	1.264	0.000	0.000	0.000	0.874	0.000
k141_39329.concoct_part_0	0.000	0.000	1.532	0.000	0.000	0.000
k141_4460.concoct_part_0	0.000	0.000	0.000	1.976	0.000	0.000
k141_30596.concoct_part_0	0.000	0.000	2.720	0.000	0.000	0.000
k141_15359.concoct_part_0	1.685	0.000	0.000	0.000	1.261	0.000
k141_37171.concoct_part_0	0.832	0.715	0.000	0.000	0.162	0.000
k141_34967.concoct_part_0	0.000	0.000	1.992	0.000	0.000	0.000
k141_28450.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.271
k141_17534.concoct_part_0	1.891	0.123	0.000	1.286	0.080	0.056
k141_50253.concoct_part_0	0.000	0.000	2.160	0.000	0.000	0.000
k141_39330.concoct_part_0	0.000	2.048	0.000	0.000	0.000	0.000
k141_10996.concoct_part_0	0.690	0.000	0.000	0.000	2.303	1.494
k141_48048.concoct_part_0	0.000	0.000	3.099	0.000	0.360	0.155
k141_21905.concoct_part_0	0.153	0.025	3.136	0.078	0.642	0.013
k141_28451.concoct_part_0	0.000	1.276	0.000	0.000	2.127	0.000
k141_30597.concoct_part_0	0.000	1.759	0.000	0.000	0.694	0.000
k141_41539.concoct_part_0	1.829	0.220	0.000	1.282	0.000	0.000
k141_6645.concoct_part_0	0.000	1.971	0.000	0.000	0.000	0.000
k141_45883.concoct_part_0	0.493	2.328	0.279	0.000	0.316	0.775
k141_17535.concoct_part_0	0.000	0.000	3.309	0.000	0.000	0.000
k141_28452.concoct_part_0	0.000	0.000	0.000	2.550	0.000	0.141
k141_41540.concoct_part_0	0.000	0.000	2.552	0.000	0.000	0.000
k141_8776.concoct_part_0	0.688	2.839	0.000	0.252	0.963	0.881
k141_37172.concoct_part_0	0.138	0.000	1.767	0.000	0.215	0.000
k141_6646.concoct_part_0	0.000	0.000	0.000	1.436	0.000	0.193
k141_13203.concoct_part_0	0.307	0.000	3.592	0.000	0.473	0.000
k141_34968.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.861
k141_21906.concoct_part_0	0.000	0.000	2.093	0.000	0.000	0.000
k141_28453.concoct_part_0	1.053	1.726	0.000	0.000	0.000	0.000
k141_8777.concoct_part_0	0.000	0.000	2.122	0.000	0.000	0.000
k141_45884.concoct_part_0	0.000	0.000	0.000	2.225	0.000	0.000
k141_13204.concoct_part_0	0.698	0.000	0.000	0.608	0.000	1.503
k141_34969.concoct_part_0	3.554	0.000	0.000	0.493	0.000	0.000
k141_24090.concoct_part_0	0.000	0.000	0.000	3.935	0.000	0.070
k141_30598.concoct_part_0	0.000	0.000	0.000	0.000	0.000	4.049
k141_10997.concoct_part_0	0.000	0.000	3.887	0.000	0.000	0.000
k141_6647.concoct_part_0	0.000	0.000	1.750	0.000	0.000	0.000
k141_2261.concoct_part_0	2.624	0.321	0.000	0.655	0.000	0.000
k141_4461.concoct_part_0	0.000	1.575	0.000	0.000	0.000	0.000
k141_15360.concoct_part_0	0.381	1.070	0.000	0.000	1.406	1.111
k141_28454.concoct_part_0	0.000	0.000	0.000	2.083	0.000	0.000
k141_48049.concoct_part_0	0.000	1.601	0.000	0.000	0.000	1.056
k141_17536.concoct_part_0	0.000	0.000	0.000	0.000	2.026	0.000
k141_8778.concoct_part_0	0.000	0.000	0.000	0.000	1.710	0.000
k141_34970.concoct_part_0	0.000	3.233	0.000	0.000	0.000	0.000
k141_37173.concoct_part_0	0.000	0.000	0.000	0.000	2.671	0.000
k141_10998.concoct_part_0	0.000	0.000	1.679	0.220	0.000	0.000
k141_50254.concoct_part_0	2.082	0.073	0.000	1.190	0.000	0.052
k141_39331.concoct_part_0	0.000	2.067	0.000	0.000	1.030	0.630
k141_24091.concoct_part_0	0.000	0.000	2.489	0.543	0.000	0.000
k141_28455.concoct_part_0	0.000	0.000	1.466	0.000	0.000	0.000
k141_15361.concoct_part_0	0.000	0.000	0.000	1.535	0.000	0.576
k141_37174.concoct_part_0	1.161	1.485	0.000	0.593	0.000	0.000
k141_112.concoct_part_0	1.674	0.465	0.000	0.834	0.056	0.089
k141_30599.concoct_part_0	0.000	1.436	0.000	0.000	0.441	1.138
k141_21907.concoct_part_0	0.000	0.000	1.741	0.000	0.000	0.091
k141_37175.concoct_part_0	0.000	2.009	0.000	0.000	0.000	0.000
k141_50255.concoct_part_0	0.000	0.000	0.000	2.636	0.000	0.329
k141_17537.concoct_part_0	1.377	0.643	0.000	0.000	0.000	0.000
k141_34971.concoct_part_0	0.000	1.395	0.000	0.000	0.000	0.539
k141_39332.concoct_part_0	0.813	1.143	0.000	0.000	0.000	0.000
k141_24092.concoct_part_0	0.000	0.000	0.000	1.946	0.000	0.000
k141_37176.concoct_part_0	0.000	0.810	0.000	0.000	1.756	0.000
k141_50256.concoct_part_0	0.000	1.567	0.000	0.000	0.363	0.000
k141_28456.concoct_part_0	0.367	0.251	0.000	1.027	0.000	0.000
k141_21908.concoct_part_0	0.638	0.331	0.000	0.000	1.397	0.000
k141_48050.concoct_part_0	0.000	0.000	0.000	2.198	0.000	0.000
k141_30600.concoct_part_0	0.495	0.000	0.000	1.238	0.000	0.000
k141_2262.concoct_part_0	0.000	0.000	2.542	0.000	0.000	0.000
k141_4462.concoct_part_0	0.000	0.000	0.810	0.000	0.683	0.000
k141_10999.concoct_part_0	0.000	0.000	0.000	0.000	3.126	0.000
k141_8779.concoct_part_0	0.000	0.000	2.943	0.000	0.000	0.000
k141_45885.concoct_part_0	0.000	0.000	1.786	0.000	0.000	0.000
k141_6648.concoct_part_0	0.000	0.000	0.000	3.344	0.000	0.410
k141_39333.concoct_part_0	0.000	0.719	1.601	0.000	0.000	0.000
k141_15362.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.448
k141_24093.concoct_part_0	1.461	1.355	0.000	0.290	0.000	0.000
k141_30601.concoct_part_0	0.000	0.000	1.738	0.000	0.000	0.000
k141_48051.concoct_part_0	0.000	0.780	0.000	0.000	0.000	0.497
k141_13205.concoct_part_0	0.000	0.000	4.145	0.000	0.370	0.000
k141_41542.concoct_part_0	0.000	0.000	3.074	0.000	0.000	0.000
k141_21909.concoct_part_0	0.000	1.590	0.000	0.262	0.000	0.000
k141_6649.concoct_part_0	0.000	0.000	1.674	0.000	0.000	0.000
k141_30602.concoct_part_0	0.000	0.000	0.000	0.000	1.272	0.206
k141_45886.concoct_part_0	0.000	0.000	1.009	0.683	0.000	0.000
k141_13206.concoct_part_0	0.000	0.000	1.975	0.000	0.000	0.000
k141_37177.concoct_part_0	1.051	0.228	0.000	0.000	0.000	0.228
k141_15363.concoct_part_0	0.000	0.000	1.375	0.983	0.000	0.000
k141_34972.concoct_part_0	2.947	0.000	0.000	0.300	0.000	0.353
k141_4463.concoct_part_0	0.000	0.000	0.000	0.000	2.107	0.000
k141_17538.concoct_part_0	2.650	0.357	0.000	0.350	0.000	0.000
k141_45887.concoct_part_0	0.000	0.470	0.000	0.000	1.411	0.000
k141_11000.concoct_part_0	0.512	0.835	0.000	1.773	0.000	0.067
k141_24094.concoct_part_0	0.000	0.000	0.000	0.913	0.549	0.549
k141_50257.concoct_part_0	1.639	0.000	0.000	1.242	0.000	0.000
k141_2263.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.828
k141_13207.concoct_part_0	0.000	0.000	1.982	0.000	0.000	0.000
k141_15364.concoct_part_0	0.000	1.413	0.000	0.000	0.000	0.000
k141_6650.concoct_part_0	0.000	0.000	1.577	0.000	0.000	0.000
k141_32818.concoct_part_0	0.258	0.375	1.482	1.512	1.046	0.000
k141_43734.concoct_part_0	3.558	0.531	0.000	0.592	0.000	0.000
k141_45888.concoct_part_0	0.615	0.615	0.000	0.000	0.691	0.000
k141_11001.concoct_part_0	0.000	1.273	0.000	0.000	0.512	0.000
k141_13208.concoct_part_0	0.000	2.435	0.000	0.000	0.000	0.000
k141_28457.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.587
k141_113.concoct_part_0	0.000	0.000	0.000	3.021	0.000	0.000
k141_15365.concoct_part_0	0.848	0.448	0.000	0.451	0.000	0.000
k141_50258.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.316
k141_30603.concoct_part_0	0.000	0.000	1.870	0.000	0.000	0.000
k141_32819.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000
k141_41543.concoct_part_0	3.510	0.000	0.000	0.052	0.000	0.000
k141_17539.concoct_part_0	2.029	0.418	0.000	0.628	0.000	0.000
k141_34973.concoct_part_0	0.000	0.000	1.692	0.000	0.000	0.000
k141_21910.concoct_part_0	0.689	1.731	0.000	0.162	1.952	0.325
k141_39334.concoct_part_0	0.000	0.000	3.907	0.000	0.000	0.000
k141_37178.concoct_part_0	5.487	8.517	1.046	0.359	5.455	2.790
k141_15366.concoct_part_0	0.000	1.733	0.000	0.000	0.000	1.100
k141_4464.concoct_part_0	0.000	0.000	2.026	0.000	0.000	0.000
k141_45889.concoct_part_0	0.000	1.201	0.000	0.000	0.722	0.000
k141_114.concoct_part_0	0.000	0.000	2.258	0.000	0.000	0.000
k141_48052.concoct_part_0	0.789	0.332	0.000	0.459	1.298	0.277
k141_41544.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.622
k141_19720.concoct_part_0	0.379	0.383	3.783	0.018	0.749	0.329
k141_6651.concoct_part_0	0.000	0.000	2.235	0.000	0.000	0.000
k141_15367.concoct_part_0	0.000	0.451	0.000	0.000	0.000	0.000
k141_50259.concoct_part_0	0.000	0.000	2.021	0.000	0.000	0.000
k141_13209.concoct_part_0	0.000	0.000	0.000	3.042	0.000	0.304
k141_45890.concoct_part_0	0.000	0.000	0.000	0.000	2.212	0.000
k141_24095.concoct_part_0	0.000	0.371	0.000	0.595	1.830	0.239
k141_28458.concoct_part_0	2.114	0.769	0.000	0.637	0.000	0.000
k141_32820.concoct_part_0	0.000	0.000	2.040	0.185	0.000	0.000
k141_17540.concoct_part_0	0.000	1.051	0.000	0.000	0.000	0.000
k141_115.concoct_part_0	2.588	0.000	0.000	0.000	0.000	0.000
k141_6652.concoct_part_0	0.583	0.371	0.000	0.000	0.000	1.162
k141_15368.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.851
k141_37179.concoct_part_0	0.000	1.082	0.000	0.000	1.081	0.541
k141_28459.concoct_part_0	0.000	1.159	0.000	0.000	0.386	0.000
k141_24096.concoct_part_0	0.000	0.000	0.000	0.000	1.878	0.462
k141_21911.concoct_part_0	0.498	1.331	0.000	0.513	0.000	0.596
k141_17541.concoct_part_0	0.000	0.000	0.000	1.628	0.000	0.000
k141_48053.concoct_part_0	0.743	0.226	0.000	0.000	0.890	0.234
k141_6653.concoct_part_0	0.000	0.000	1.642	0.000	0.000	0.000
k141_32821.concoct_part_0	0.000	0.000	2.104	0.000	0.000	0.000
k141_43735.concoct_part_0	0.177	1.047	0.000	0.000	0.105	4.105
k141_45891.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.690
k141_34974.concoct_part_0	0.000	0.000	2.042	0.260	0.000	0.000
k141_50260.concoct_part_0	0.000	0.087	2.825	0.376	0.000	0.000
k141_15369.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.082
k141_19721.concoct_part_0	0.000	1.815	0.000	0.000	0.731	0.000
k141_28460.concoct_part_0	0.000	0.000	0.000	0.000	2.623	0.000
k141_21912.concoct_part_0	0.508	0.346	1.041	0.000	0.000	0.000
k141_48054.concoct_part_0	0.838	5.197	0.000	0.000	0.479	0.000
k141_13210.concoct_part_0	0.000	0.000	0.000	2.709	0.000	0.000
k141_17542.concoct_part_0	0.000	0.000	1.249	0.000	0.000	0.000
k141_50261.concoct_part_0	0.000	0.000	1.583	0.000	0.000	0.000
k141_6654.concoct_part_0	0.000	0.000	1.877	0.000	0.000	0.000
k141_24097.concoct_part_0	0.000	0.000	0.000	0.224	2.957	0.650
k141_15370.concoct_part_0	0.000	0.000	1.552	0.000	0.000	0.000
k141_4465.concoct_part_0	0.000	0.000	0.000	3.996	0.000	0.000
k141_28461.concoct_part_0	0.000	0.000	2.514	0.332	0.000	0.000
k141_48055.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.895
k141_15371.concoct_part_0	0.000	0.000	1.991	0.000	0.000	0.000
k141_13211.concoct_part_0	0.460	0.000	0.000	0.000	0.472	0.666
k141_19722.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.892
k141_43736.concoct_part_0	0.000	1.608	0.000	0.000	0.330	0.646
k141_21913.concoct_part_0	0.000	0.000	1.856	0.000	0.000	0.000
k141_24098.concoct_part_0	2.240	0.000	0.000	0.000	0.228	0.000
k141_34975.concoct_part_0	0.000	2.249	0.000	0.000	0.000	0.000
k141_11002.concoct_part_0	0.000	0.000	0.000	3.723	0.000	0.326
k141_6655.concoct_part_0	0.000	0.000	2.338	0.000	0.000	0.000
k141_45892.concoct_part_0	1.644	0.000	0.000	0.000	0.000	0.000
k141_48056.concoct_part_0	0.000	0.000	0.000	0.000	1.678	0.000
k141_13212.concoct_part_0	0.000	0.000	1.842	0.000	0.000	0.000
k141_19723.concoct_part_0	1.144	0.484	0.000	0.507	0.000	0.418
k141_4466.concoct_part_0	0.000	0.000	0.000	0.000	0.828	0.000
k141_32822.concoct_part_0	0.000	0.000	0.000	0.000	2.033	0.000
k141_6656.concoct_part_0	0.000	2.271	0.000	0.000	0.000	0.000
k141_43737.concoct_part_0	0.000	0.000	1.361	0.000	0.199	0.000
k141_13213.concoct_part_0	1.586	0.000	0.000	0.000	0.000	0.000
k141_28462.concoct_part_0	0.000	0.000	3.201	0.000	0.000	0.000
k141_39335.concoct_part_0	0.225	0.000	2.610	0.000	0.257	0.000
k141_50262.concoct_part_0	0.000	2.855	0.000	0.000	0.000	0.000
k141_45893.concoct_part_0	0.000	0.000	2.117	0.000	0.000	0.000
k141_34976.concoct_part_0	1.779	0.000	0.000	0.000	0.881	0.000
k141_2264.concoct_part_0	0.000	0.000	1.759	0.245	0.000	0.000
k141_15372.concoct_part_0	2.951	0.000	0.000	0.000	0.000	0.000
k141_8780.concoct_part_0	2.293	0.714	0.021	1.282	0.000	0.055
k141_6657.concoct_part_0	1.176	0.980	0.000	0.201	0.000	0.000
k141_48057.concoct_part_0	0.000	0.000	1.364	0.000	0.000	0.335
k141_32823.concoct_part_0	1.940	0.000	0.000	0.000	0.000	0.000
k141_17543.concoct_part_0	0.000	0.000	1.682	0.000	0.610	0.000
k141_21914.concoct_part_0	0.375	0.499	0.000	0.000	1.394	0.598
k141_43738.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.942
k141_39336.concoct_part_0	0.000	0.000	2.003	0.000	0.000	0.000
k141_19724.concoct_part_0	0.000	2.178	0.000	0.126	0.434	0.000
k141_6658.concoct_part_0	0.000	0.000	1.804	0.000	0.000	0.000
k141_8781.concoct_part_0	0.000	0.000	0.000	3.289	0.000	0.000
k141_26253.concoct_part_0	0.303	0.000	2.309	0.000	1.303	0.070
k141_13214.concoct_part_0	1.985	0.000	0.000	1.329	0.000	0.000
k141_41545.concoct_part_0	0.236	0.832	0.000	0.108	0.666	1.129
k141_45894.concoct_part_0	0.000	0.000	0.474	0.809	0.244	0.000
k141_39337.concoct_part_0	0.000	1.153	0.000	0.000	0.896	0.776
k141_15373.concoct_part_0	0.000	0.000	2.184	0.000	0.000	0.000
k141_19725.concoct_part_0	0.000	0.000	0.000	3.038	0.000	0.000
k141_34977.concoct_part_0	0.000	0.000	0.000	0.000	1.296	0.482
k141_116.concoct_part_0	1.471	0.396	0.000	0.000	1.490	0.107
k141_30604.concoct_part_0	1.970	3.610	0.000	0.190	0.000	0.441
